work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,data_engineer,Data Science,84780,estados unidos,executivo,temporario,presencial,china,media
2020,data_scientist,Analysis,96412,china,pleno,meio_periodo,remoto,reino unido,media
2020,data_analyst,Analysis,170397,india,pleno,freelancer,hibrido,estados unidos,grande
2021,data_analyst,Data Science,190518,china,junior,temporario,remoto,china,media
2021,data_engineer,Analysis,128975,japao,pleno,meio_periodo,hibrido,alemanha,pequena
2020,data_analyst,ML/AI,159788,china,pleno,meio_periodo,hibrido,alemanha,pequena
2022,machine_learning_engineer,Engineering,90662,estados unidos,executivo,tempo_integral,presencial,japao,grande
2022,data_analyst,Analysis,128664,japao,pleno,freelancer,hibrido,mexico,pequena
2021,data_engineer,Data Science,110249,estados unidos,junior,temporario,hibrido,reino unido,pequena
2021,data_engineer,Engineering,86525,mexico,pleno,tempo_integral,presencial,japao,media
2020,machine_learning_engineer,Analysis,171656,mexico,pleno,freelancer,presencial,estados unidos,pequena
2022,data_analyst,Engineering,164973,reino unido,pleno,temporario,hibrido,china,media
2020,data_analyst,Data Science,143094,reino unido,senior,meio_periodo,remoto,japao,media
2021,data_scientist,Data Science,86203,japao,sem_exp,meio_periodo,hibrido,mexico,pequena
2022,statistician,ML/AI,117597,mexico,junior,freelancer,remoto,reino unido,pequena
2022,data_engineer,Analysis,32090,reino unido,executivo,tempo_integral,remoto,mexico,grande
2021,data_scientist,ML/AI,187924,reino unido,executivo,temporario,hibrido,alemanha,grande
2020,data_engineer,Analysis,52454,india,senior,temporario,remoto,alemanha,pequena
2020,data_scientist,Engineering,85084,estados unidos,junior,meio_periodo,hibrido,estados unidos,media
2022,statistician,Analysis,127103,reino unido,executivo,freelancer,remoto,india,media
2021,data_scientist,Analysis,194895,japao,executivo,tempo_integral,remoto,japao,grande
2022,data_engineer,Analysis,193079,india,pleno,meio_periodo,hibrido,estados unidos,media
2021,data_analyst,ML/AI,134560,mexico,pleno,meio_periodo,presencial,alemanha,grande
2020,data_engineer,Analysis,175213,reino unido,pleno,tempo_integral,presencial,mexico,media
2021,machine_learning_engineer,Data Science,42746,china,senior,temporario,hibrido,reino unido,pequena
2020,machine_learning_engineer,Analysis,33347,mexico,pleno,temporario,hibrido,reino unido,pequena
2021,machine_learning_engineer,Engineering,170433,japao,junior,freelancer,presencial,china,media
2022,machine_learning_engineer,Data Science,141972,estados unidos,senior,meio_periodo,presencial,india,grande
2020,statistician,Engineering,34101,mexico,executivo,freelancer,remoto,india,pequena
2022,data_analyst,Engineering,135811,china,executivo,temporario,remoto,alemanha,grande
2022,data_analyst,Engineering,78095,mexico,junior,tempo_integral,remoto,india,pequena
2020,data_engineer,Data Science,131483,reino unido,junior,temporario,presencial,india,media
2020,data_scientist,Data Science,193740,japao,executivo,temporario,hibrido,reino unido,pequena
2022,data_engineer,ML/AI,150902,china,junior,meio_periodo,remoto,china,media
2022,data_engineer,Data Science,47747,japao,junior,temporario,hibrido,japao,grande
2022,data_engineer,Analysis,176081,alemanha,junior,freelancer,presencial,mexico,pequena
2022,data_engineer,Engineering,119187,mexico,pleno,tempo_integral,remoto,reino unido,grande
2020,data_analyst,ML/AI,162128,china,executivo,meio_periodo,presencial,china,grande
2020,data_scientist,Data Science,193982,japao,junior,tempo_integral,hibrido,reino unido,media
2022,data_engineer,ML/AI,182287,china,sem_exp,freelancer,remoto,alemanha,pequena
2021,data_analyst,Data Science,60375,alemanha,pleno,freelancer,hibrido,china,pequena
2021,data_engineer,ML/AI,171148,estados unidos,sem_exp,temporario,hibrido,china,grande
2020,machine_learning_engineer,Analysis,146612,estados unidos,sem_exp,freelancer,remoto,alemanha,pequena
2022,data_engineer,Data Science,140541,mexico,executivo,temporario,remoto,china,media
2022,data_engineer,Engineering,196321,india,executivo,meio_periodo,presencial,mexico,grande
2020,statistician,Analysis,70664,china,executivo,tempo_integral,remoto,japao,pequena
2021,machine_learning_engineer,Data Science,68779,alemanha,pleno,temporario,remoto,estados unidos,pequena
2021,data_scientist,ML/AI,89312,japao,executivo,temporario,remoto,india,pequena
2021,data_engineer,Data Science,41414,india,senior,meio_periodo,remoto,china,media
2020,data_scientist,Data Science,197990,china,junior,freelancer,remoto,india,media
2021,machine_learning_engineer,Analysis,176948,india,executivo,temporario,presencial,reino unido,pequena
2020,data_engineer,Engineering,153938,china,pleno,freelancer,hibrido,reino unido,grande
2020,statistician,ML/AI,39198,mexico,executivo,temporario,presencial,china,media
2022,data_analyst,Engineering,123302,mexico,executivo,freelancer,hibrido,china,pequena
2021,statistician,Engineering,129524,estados unidos,senior,temporario,remoto,china,grande
2020,statistician,Engineering,198501,japao,senior,tempo_integral,presencial,mexico,media
2021,data_analyst,Data Science,133170,alemanha,pleno,tempo_integral,hibrido,mexico,media
2021,data_analyst,Analysis,153393,mexico,pleno,tempo_integral,hibrido,japao,media
2022,data_analyst,Data Science,146305,estados unidos,pleno,temporario,remoto,china,pequena
2021,data_engineer,ML/AI,150759,india,pleno,freelancer,remoto,mexico,media
2022,data_scientist,Data Science,100148,reino unido,sem_exp,meio_periodo,hibrido,india,grande
2020,data_scientist,Engineering,138169,mexico,junior,meio_periodo,presencial,reino unido,grande
2021,data_analyst,Analysis,61528,india,junior,meio_periodo,hibrido,reino unido,pequena
2020,statistician,ML/AI,171355,reino unido,pleno,tempo_integral,presencial,mexico,grande
2021,machine_learning_engineer,Data Science,166025,china,pleno,tempo_integral,presencial,china,media
2020,data_analyst,Data Science,155728,estados unidos,junior,tempo_integral,hibrido,alemanha,pequena
2021,statistician,Engineering,116234,china,senior,freelancer,presencial,mexico,pequena
2021,statistician,Data Science,89121,alemanha,junior,tempo_integral,hibrido,estados unidos,media
2021,data_engineer,Data Science,52016,japao,pleno,freelancer,hibrido,china,pequena
2021,data_engineer,ML/AI,174320,mexico,sem_exp,freelancer,remoto,japao,pequena
2021,data_scientist,Analysis,150184,reino unido,pleno,freelancer,hibrido,estados unidos,grande
2021,data_scientist,Data Science,178348,mexico,executivo,temporario,hibrido,estados unidos,pequena
2021,machine_learning_engineer,ML/AI,126544,japao,senior,meio_periodo,remoto,china,pequena
2021,machine_learning_engineer,Analysis,178427,china,sem_exp,freelancer,remoto,japao,pequena
2021,machine_learning_engineer,Analysis,88451,estados unidos,sem_exp,meio_periodo,presencial,mexico,pequena
2020,machine_learning_engineer,ML/AI,51529,estados unidos,pleno,freelancer,presencial,india,grande
2022,statistician,Engineering,197086,china,junior,freelancer,remoto,china,media
2021,statistician,Data Science,150542,china,senior,tempo_integral,remoto,reino unido,media
2022,data_scientist,Engineering,50096,estados unidos,junior,meio_periodo,remoto,japao,media
2021,data_engineer,ML/AI,125653,alemanha,senior,freelancer,hibrido,reino unido,grande
2021,data_engineer,Analysis,33417,reino unido,pleno,meio_periodo,hibrido,mexico,media
2020,data_analyst,Analysis,101981,japao,junior,tempo_integral,hibrido,mexico,grande
2020,statistician,Data Science,100953,india,senior,freelancer,remoto,mexico,grande
2022,machine_learning_engineer,Data Science,45494,mexico,senior,tempo_integral,presencial,china,media
2020,machine_learning_engineer,Analysis,141670,china,senior,freelancer,presencial,mexico,media
2020,data_analyst,Engineering,148839,china,executivo,tempo_integral,hibrido,china,grande
2022,data_engineer,Data Science,174374,mexico,senior,tempo_integral,hibrido,alemanha,grande
2020,machine_learning_engineer,ML/AI,85669,estados unidos,pleno,temporario,remoto,estados unidos,media
2021,data_engineer,Data Science,197499,japao,pleno,freelancer,remoto,alemanha,media
2022,data_analyst,Engineering,88263,japao,pleno,freelancer,presencial,mexico,media
2022,data_engineer,Data Science,70274,alemanha,senior,freelancer,presencial,estados unidos,grande
2021,data_engineer,ML/AI,149240,reino unido,pleno,meio_periodo,remoto,mexico,grande
2020,data_engineer,ML/AI,189875,alemanha,senior,temporario,presencial,mexico,grande
2022,machine_learning_engineer,ML/AI,190236,alemanha,senior,meio_periodo,presencial,india,media
2022,data_scientist,Engineering,68441,japao,senior,freelancer,hibrido,japao,pequena
2021,statistician,Engineering,93327,reino unido,executivo,temporario,remoto,india,pequena
2021,data_engineer,ML/AI,130461,reino unido,junior,tempo_integral,remoto,estados unidos,pequena
2020,data_engineer,ML/AI,129099,reino unido,pleno,temporario,remoto,china,pequena
2022,data_engineer,Engineering,106925,mexico,executivo,tempo_integral,hibrido,mexico,pequena
2020,data_scientist,Engineering,81035,estados unidos,pleno,freelancer,remoto,alemanha,grande
2020,data_analyst,Engineering,139863,reino unido,executivo,freelancer,presencial,mexico,media
2021,machine_learning_engineer,Analysis,43490,japao,junior,tempo_integral,hibrido,estados unidos,media
2022,data_scientist,Engineering,36044,mexico,junior,temporario,hibrido,mexico,media
2022,data_engineer,ML/AI,57509,estados unidos,junior,meio_periodo,remoto,china,media
2022,data_scientist,Data Science,57844,india,sem_exp,temporario,presencial,india,grande
2021,data_scientist,Engineering,92212,china,senior,tempo_integral,remoto,china,pequena
2021,data_scientist,ML/AI,182676,alemanha,pleno,tempo_integral,presencial,china,media
2021,data_analyst,Data Science,188632,reino unido,pleno,meio_periodo,remoto,india,media
2021,statistician,Analysis,162278,india,pleno,meio_periodo,presencial,alemanha,pequena
2021,machine_learning_engineer,ML/AI,144587,reino unido,senior,meio_periodo,presencial,mexico,media
2022,data_analyst,Data Science,108632,alemanha,pleno,tempo_integral,presencial,china,pequena
2020,data_analyst,ML/AI,190622,japao,junior,freelancer,hibrido,alemanha,pequena
2022,statistician,Engineering,82232,japao,pleno,temporario,remoto,china,grande
2020,data_analyst,Engineering,65228,alemanha,pleno,meio_periodo,remoto,china,media
2021,data_scientist,Data Science,115925,india,executivo,tempo_integral,remoto,india,media
2020,data_scientist,Engineering,67693,estados unidos,senior,temporario,hibrido,estados unidos,media
2022,data_engineer,ML/AI,114533,china,junior,meio_periodo,presencial,mexico,pequena
2022,data_analyst,Data Science,130019,china,junior,freelancer,hibrido,estados unidos,grande
2020,data_engineer,ML/AI,117165,china,junior,temporario,hibrido,japao,media
2021,machine_learning_engineer,ML/AI,64337,estados unidos,pleno,temporario,presencial,india,pequena
2021,data_scientist,ML/AI,47060,reino unido,junior,tempo_integral,remoto,japao,pequena
2022,machine_learning_engineer,Engineering,196353,alemanha,junior,tempo_integral,hibrido,china,pequena
2020,statistician,Engineering,78993,alemanha,executivo,tempo_integral,presencial,india,pequena
2021,data_scientist,ML/AI,109459,estados unidos,pleno,freelancer,presencial,japao,grande
2021,machine_learning_engineer,Analysis,195871,india,executivo,temporario,remoto,reino unido,grande
2022,statistician,ML/AI,137606,china,senior,meio_periodo,presencial,estados unidos,pequena
2021,machine_learning_engineer,ML/AI,145600,mexico,pleno,freelancer,presencial,estados unidos,media
2020,statistician,Data Science,35322,alemanha,executivo,meio_periodo,presencial,reino unido,grande
2022,statistician,ML/AI,68438,japao,senior,meio_periodo,remoto,alemanha,media
2022,data_scientist,Engineering,109369,japao,executivo,tempo_integral,remoto,reino unido,media
2020,data_engineer,ML/AI,48134,mexico,sem_exp,meio_periodo,presencial,mexico,pequena
2022,statistician,Analysis,37575,alemanha,junior,meio_periodo,presencial,estados unidos,media
2021,statistician,Data Science,106899,china,junior,freelancer,remoto,mexico,grande
2021,data_scientist,Data Science,118307,china,sem_exp,tempo_integral,remoto,india,grande
2020,data_engineer,Data Science,124265,china,executivo,meio_periodo,remoto,japao,media
2021,data_analyst,Data Science,196852,india,executivo,meio_periodo,hibrido,estados unidos,media
2020,data_analyst,Analysis,49812,japao,senior,meio_periodo,remoto,mexico,pequena
2020,data_engineer,Engineering,74522,india,pleno,temporario,presencial,reino unido,grande
2021,machine_learning_engineer,Engineering,118383,estados unidos,junior,temporario,remoto,india,media
2020,data_scientist,Engineering,54932,reino unido,executivo,tempo_integral,presencial,estados unidos,grande
2021,data_engineer,Data Science,78966,china,senior,freelancer,presencial,reino unido,pequena
2022,data_analyst,ML/AI,75580,estados unidos,junior,tempo_integral,presencial,mexico,pequena
2022,statistician,Data Science,138113,reino unido,junior,temporario,remoto,estados unidos,pequena
2020,data_analyst,ML/AI,56199,mexico,junior,tempo_integral,remoto,reino unido,pequena
2021,statistician,ML/AI,133528,japao,senior,freelancer,remoto,china,pequena
2021,data_scientist,Engineering,174909,reino unido,senior,tempo_integral,remoto,reino unido,pequena
2022,statistician,ML/AI,42688,reino unido,junior,meio_periodo,remoto,estados unidos,pequena
2022,data_engineer,Data Science,170859,alemanha,senior,freelancer,hibrido,india,pequena
2021,statistician,Data Science,195829,reino unido,junior,freelancer,remoto,estados unidos,grande
2020,machine_learning_engineer,Engineering,120640,alemanha,junior,freelancer,hibrido,estados unidos,media
2022,data_engineer,Analysis,90539,reino unido,junior,tempo_integral,presencial,china,grande
2020,data_scientist,Data Science,161135,alemanha,senior,tempo_integral,presencial,india,grande
2020,data_engineer,ML/AI,107688,japao,pleno,meio_periodo,presencial,china,media
2022,machine_learning_engineer,Data Science,114732,japao,pleno,freelancer,presencial,estados unidos,media
2020,data_scientist,Data Science,176031,reino unido,senior,meio_periodo,hibrido,china,pequena
2020,data_analyst,Data Science,192352,mexico,executivo,freelancer,hibrido,japao,media
2021,machine_learning_engineer,Analysis,188539,mexico,senior,temporario,presencial,japao,grande
2020,data_scientist,ML/AI,177128,india,executivo,tempo_integral,remoto,japao,pequena
2021,statistician,Engineering,33135,mexico,junior,meio_periodo,presencial,reino unido,grande
2022,data_engineer,Data Science,47564,japao,executivo,tempo_integral,presencial,alemanha,media
2022,data_scientist,ML/AI,93258,estados unidos,junior,tempo_integral,hibrido,mexico,grande
2021,data_engineer,ML/AI,133813,mexico,pleno,temporario,presencial,china,grande
2022,statistician,Engineering,57462,estados unidos,junior,temporario,hibrido,estados unidos,pequena
2020,data_scientist,Data Science,86682,alemanha,executivo,freelancer,hibrido,alemanha,pequena
2020,data_analyst,Analysis,32728,india,pleno,temporario,presencial,china,grande
2020,machine_learning_engineer,ML/AI,168703,china,pleno,freelancer,remoto,japao,media
2022,data_scientist,Engineering,171956,alemanha,senior,temporario,hibrido,mexico,pequena
2020,statistician,Analysis,54974,reino unido,executivo,temporario,hibrido,india,grande
2022,data_scientist,ML/AI,145092,mexico,executivo,meio_periodo,hibrido,japao,pequena
2020,data_engineer,Data Science,131177,japao,senior,temporario,presencial,mexico,pequena
2021,data_scientist,ML/AI,143795,india,senior,meio_periodo,presencial,estados unidos,media
2022,data_analyst,Analysis,197108,alemanha,pleno,temporario,hibrido,alemanha,grande
2022,data_scientist,Analysis,114614,alemanha,senior,meio_periodo,remoto,alemanha,grande
2020,machine_learning_engineer,Data Science,171346,estados unidos,pleno,tempo_integral,presencial,china,grande
2022,data_scientist,Data Science,179923,reino unido,sem_exp,freelancer,remoto,reino unido,media
2022,data_engineer,Engineering,91816,alemanha,senior,temporario,remoto,india,grande
2021,data_scientist,Data Science,78526,estados unidos,sem_exp,meio_periodo,presencial,mexico,pequena
2021,data_analyst,Data Science,83467,india,sem_exp,temporario,hibrido,japao,pequena
2020,statistician,Analysis,146609,alemanha,sem_exp,meio_periodo,remoto,mexico,pequena
2021,data_scientist,Analysis,154420,china,junior,meio_periodo,hibrido,mexico,pequena
2020,data_scientist,ML/AI,109430,china,executivo,temporario,remoto,india,media
2020,machine_learning_engineer,ML/AI,56965,estados unidos,pleno,freelancer,hibrido,estados unidos,media
2020,data_analyst,Engineering,191630,china,pleno,meio_periodo,presencial,reino unido,grande
2022,statistician,Data Science,89807,reino unido,junior,tempo_integral,remoto,japao,media
2021,data_engineer,Data Science,82520,japao,pleno,temporario,remoto,estados unidos,pequena
2020,data_scientist,Data Science,160030,china,sem_exp,tempo_integral,remoto,india,grande
2021,statistician,Analysis,128983,india,executivo,meio_periodo,hibrido,reino unido,pequena
2020,data_engineer,Engineering,152194,alemanha,junior,meio_periodo,remoto,japao,pequena
2021,data_analyst,Analysis,112667,estados unidos,pleno,temporario,remoto,india,pequena
2021,data_analyst,Analysis,178777,alemanha,executivo,freelancer,hibrido,japao,grande
2020,statistician,Data Science,159335,japao,senior,tempo_integral,hibrido,mexico,grande
2022,data_engineer,Engineering,75110,alemanha,junior,freelancer,presencial,reino unido,pequena
2021,data_analyst,Analysis,161032,alemanha,executivo,tempo_integral,hibrido,reino unido,grande
2022,statistician,ML/AI,34789,estados unidos,senior,freelancer,remoto,india,media
2022,data_analyst,ML/AI,30533,japao,pleno,temporario,remoto,japao,media
2020,data_analyst,Data Science,80970,india,pleno,tempo_integral,presencial,alemanha,pequena
2020,data_analyst,ML/AI,58776,estados unidos,senior,temporario,presencial,estados unidos,grande
2020,machine_learning_engineer,ML/AI,48725,mexico,executivo,freelancer,remoto,reino unido,pequena
2021,data_engineer,Analysis,94367,japao,pleno,freelancer,hibrido,japao,grande
2020,statistician,ML/AI,102230,japao,pleno,freelancer,remoto,india,pequena
2020,statistician,ML/AI,100542,alemanha,executivo,temporario,presencial,mexico,pequena
2021,data_engineer,Analysis,122534,reino unido,executivo,meio_periodo,remoto,india,pequena
2021,data_engineer,Data Science,132849,reino unido,senior,meio_periodo,remoto,reino unido,media
2020,data_engineer,Data Science,125623,india,pleno,tempo_integral,remoto,china,grande
2020,data_engineer,Engineering,133211,alemanha,executivo,temporario,presencial,reino unido,grande
2020,data_scientist,ML/AI,34485,reino unido,junior,temporario,presencial,mexico,media
2020,statistician,Analysis,96771,estados unidos,senior,temporario,presencial,china,media
2022,data_scientist,Engineering,127519,india,senior,freelancer,hibrido,alemanha,grande
2022,data_analyst,Data Science,96681,alemanha,senior,temporario,presencial,india,grande
2020,data_analyst,Data Science,184876,china,senior,meio_periodo,hibrido,japao,pequena
2022,statistician,Analysis,31475,estados unidos,junior,tempo_integral,hibrido,china,pequena
2021,data_analyst,Engineering,156803,reino unido,senior,meio_periodo,presencial,estados unidos,grande
2022,data_engineer,Engineering,82073,reino unido,senior,temporario,hibrido,estados unidos,grande
2022,data_scientist,Analysis,40047,reino unido,executivo,tempo_integral,hibrido,alemanha,pequena
2020,data_engineer,Analysis,156104,reino unido,pleno,tempo_integral,remoto,china,media
2022,data_analyst,Engineering,125957,japao,senior,temporario,hibrido,china,grande
2022,data_scientist,Data Science,123491,china,executivo,temporario,hibrido,japao,grande
2022,data_engineer,ML/AI,117599,india,executivo,meio_periodo,presencial,estados unidos,media
2022,statistician,Data Science,78444,india,pleno,meio_periodo,remoto,estados unidos,media
2021,data_engineer,Analysis,182871,reino unido,executivo,freelancer,hibrido,mexico,media
2020,data_analyst,Engineering,116858,india,executivo,freelancer,hibrido,japao,grande
2020,data_scientist,Engineering,141897,china,senior,freelancer,hibrido,mexico,grande
2021,statistician,ML/AI,133351,estados unidos,senior,temporario,presencial,china,grande
2022,data_scientist,Engineering,87895,estados unidos,executivo,temporario,presencial,japao,pequena
2021,statistician,ML/AI,138500,mexico,junior,freelancer,remoto,reino unido,media
2022,data_scientist,Data Science,92559,india,pleno,freelancer,hibrido,estados unidos,media
2021,data_analyst,Data Science,185075,reino unido,executivo,meio_periodo,remoto,china,pequena
2020,statistician,Engineering,183573,alemanha,executivo,freelancer,presencial,estados unidos,pequena
2020,machine_learning_engineer,Engineering,61092,china,junior,freelancer,hibrido,mexico,pequena
2020,data_scientist,Analysis,59768,reino unido,pleno,tempo_integral,hibrido,alemanha,pequena
2022,data_scientist,Analysis,64604,japao,executivo,freelancer,remoto,reino unido,media
2022,data_engineer,ML/AI,117824,alemanha,sem_exp,tempo_integral,hibrido,reino unido,media
2021,statistician,Engineering,76760,china,senior,freelancer,presencial,estados unidos,pequena
2021,machine_learning_engineer,Data Science,36476,japao,executivo,tempo_integral,remoto,india,media
2020,data_analyst,Engineering,159416,india,junior,freelancer,remoto,india,media
2022,data_engineer,Analysis,128138,japao,executivo,meio_periodo,hibrido,mexico,media
2021,machine_learning_engineer,Analysis,137620,india,sem_exp,temporario,presencial,japao,pequena
2022,statistician,ML/AI,146070,japao,pleno,tempo_integral,hibrido,reino unido,grande
2022,machine_learning_engineer,Analysis,105498,alemanha,junior,temporario,remoto,estados unidos,grande
2020,data_scientist,Analysis,58439,japao,executivo,meio_periodo,remoto,mexico,grande
2020,data_scientist,Data Science,33400,reino unido,executivo,freelancer,presencial,mexico,grande
2022,data_engineer,ML/AI,119976,india,executivo,freelancer,remoto,china,media
2022,statistician,Analysis,159418,estados unidos,executivo,meio_periodo,presencial,estados unidos,grande
2022,statistician,Engineering,54610,japao,executivo,temporario,hibrido,estados unidos,pequena
2022,machine_learning_engineer,Analysis,81356,india,pleno,temporario,presencial,mexico,pequena
2020,data_engineer,Data Science,190647,estados unidos,senior,temporario,hibrido,china,pequena
2021,statistician,Data Science,49728,india,pleno,temporario,hibrido,china,grande
2020,data_scientist,Data Science,147702,mexico,senior,tempo_integral,remoto,alemanha,grande
2021,machine_learning_engineer,Analysis,59067,india,pleno,temporario,hibrido,india,pequena
2022,data_analyst,Data Science,75262,estados unidos,sem_exp,tempo_integral,remoto,alemanha,pequena
2021,data_scientist,Engineering,31628,estados unidos,executivo,meio_periodo,presencial,estados unidos,media
2020,data_engineer,Data Science,135068,alemanha,senior,freelancer,presencial,estados unidos,grande
2020,statistician,ML/AI,105057,china,pleno,tempo_integral,hibrido,reino unido,pequena
2022,data_scientist,Engineering,134049,mexico,senior,temporario,presencial,reino unido,pequena
2020,data_analyst,Data Science,186452,japao,executivo,freelancer,hibrido,india,grande
2022,data_analyst,Engineering,89853,japao,junior,tempo_integral,presencial,china,grande
2020,data_engineer,Engineering,189995,mexico,executivo,freelancer,hibrido,japao,pequena
2020,data_scientist,ML/AI,64058,india,pleno,meio_periodo,hibrido,estados unidos,pequena
2022,machine_learning_engineer,Engineering,86162,mexico,pleno,temporario,presencial,reino unido,grande
2021,data_scientist,Data Science,124416,reino unido,senior,meio_periodo,presencial,india,grande
2020,data_analyst,ML/AI,180042,reino unido,junior,freelancer,presencial,alemanha,pequena
2021,data_engineer,Analysis,68891,china,junior,meio_periodo,presencial,estados unidos,pequena
2020,data_engineer,Analysis,166002,india,pleno,temporario,hibrido,japao,pequena
2020,machine_learning_engineer,ML/AI,196390,alemanha,senior,tempo_integral,hibrido,india,pequena
2020,data_engineer,Analysis,80107,estados unidos,executivo,meio_periodo,presencial,china,pequena
2020,data_engineer,Engineering,91953,india,executivo,temporario,presencial,japao,pequena
2021,data_engineer,Data Science,138433,japao,pleno,freelancer,remoto,estados unidos,pequena
2021,data_engineer,Engineering,79108,reino unido,pleno,meio_periodo,hibrido,india,grande
2020,data_engineer,ML/AI,62574,reino unido,executivo,tempo_integral,hibrido,china,media
2020,data_analyst,Data Science,135287,reino unido,executivo,meio_periodo,presencial,mexico,media
2021,data_scientist,ML/AI,170929,alemanha,executivo,freelancer,remoto,mexico,grande
2022,statistician,ML/AI,184585,japao,senior,freelancer,presencial,reino unido,media
2022,data_engineer,ML/AI,130434,alemanha,junior,freelancer,hibrido,japao,grande
2021,statistician,Engineering,53593,estados unidos,pleno,meio_periodo,hibrido,alemanha,grande
2020,statistician,Data Science,118219,india,pleno,meio_periodo,remoto,alemanha,grande
2020,data_analyst,Data Science,132044,india,senior,meio_periodo,presencial,mexico,grande
2022,data_engineer,Data Science,179956,mexico,executivo,tempo_integral,remoto,japao,media
2022,statistician,Engineering,88986,reino unido,senior,temporario,presencial,estados unidos,grande
2021,data_engineer,Analysis,166379,mexico,executivo,meio_periodo,remoto,estados unidos,pequena
2022,machine_learning_engineer,Engineering,42904,reino unido,pleno,tempo_integral,presencial,estados unidos,grande
2021,machine_learning_engineer,Engineering,135071,estados unidos,junior,freelancer,presencial,mexico,media
2022,machine_learning_engineer,ML/AI,124714,alemanha,senior,meio_periodo,presencial,alemanha,media
2022,statistician,Data Science,174654,china,executivo,meio_periodo,hibrido,alemanha,media
2022,machine_learning_engineer,Data Science,87965,china,pleno,meio_periodo,presencial,reino unido,media
2020,data_analyst,Analysis,131448,china,junior,tempo_integral,hibrido,estados unidos,pequena
2020,data_analyst,Analysis,169097,japao,senior,meio_periodo,remoto,alemanha,grande
2020,statistician,ML/AI,114724,estados unidos,senior,meio_periodo,presencial,alemanha,pequena
2022,data_engineer,Data Science,37604,india,pleno,temporario,hibrido,estados unidos,grande
2021,data_scientist,Analysis,188362,india,senior,tempo_integral,remoto,estados unidos,grande
2021,data_engineer,Analysis,37871,alemanha,pleno,temporario,presencial,alemanha,pequena
2021,data_engineer,Data Science,132318,mexico,senior,temporario,remoto,china,pequena
2021,data_engineer,Engineering,106981,estados unidos,junior,temporario,hibrido,japao,media
2020,data_engineer,Analysis,106574,japao,junior,temporario,hibrido,alemanha,grande
2020,data_scientist,Data Science,141376,estados unidos,senior,freelancer,presencial,reino unido,grande
2022,machine_learning_engineer,Analysis,141358,estados unidos,pleno,meio_periodo,hibrido,india,grande
2022,data_engineer,ML/AI,164577,alemanha,executivo,temporario,hibrido,china,grande
2021,data_analyst,Analysis,114605,japao,senior,tempo_integral,remoto,estados unidos,grande
2020,statistician,Data Science,175490,china,executivo,meio_periodo,presencial,mexico,grande
2021,statistician,Analysis,46411,india,pleno,temporario,presencial,reino unido,media
2022,data_analyst,ML/AI,128569,reino unido,executivo,temporario,presencial,japao,grande
2022,data_engineer,ML/AI,39498,mexico,senior,tempo_integral,remoto,mexico,media
2021,data_scientist,Analysis,86257,china,junior,freelancer,hibrido,india,grande
2022,machine_learning_engineer,Analysis,116995,japao,sem_exp,tempo_integral,presencial,china,grande
2021,statistician,ML/AI,183275,india,junior,freelancer,presencial,alemanha,pequena
2020,machine_learning_engineer,ML/AI,123566,china,junior,freelancer,remoto,estados unidos,grande
2021,data_scientist,Engineering,145498,alemanha,junior,freelancer,remoto,alemanha,pequena
2020,statistician,Engineering,116596,mexico,senior,temporario,presencial,reino unido,pequena
2020,machine_learning_engineer,ML/AI,76917,japao,pleno,temporario,presencial,mexico,pequena
2022,data_scientist,Analysis,155154,japao,executivo,freelancer,remoto,mexico,media
2022,machine_learning_engineer,Data Science,50930,india,junior,freelancer,remoto,estados unidos,pequena
2022,data_engineer,Analysis,109029,india,executivo,temporario,remoto,alemanha,pequena
2021,data_scientist,Analysis,43638,estados unidos,pleno,freelancer,remoto,mexico,pequena
2021,machine_learning_engineer,Engineering,35724,estados unidos,pleno,temporario,hibrido,estados unidos,grande
2022,data_engineer,ML/AI,95738,japao,sem_exp,freelancer,hibrido,reino unido,media
2021,data_engineer,Engineering,128705,reino unido,executivo,temporario,presencial,alemanha,media
2022,data_scientist,ML/AI,163099,alemanha,junior,tempo_integral,hibrido,india,media
2021,data_analyst,Data Science,175879,india,sem_exp,freelancer,remoto,mexico,pequena
2020,statistician,Analysis,123962,estados unidos,executivo,freelancer,presencial,japao,grande
2020,data_scientist,Analysis,93109,alemanha,senior,tempo_integral,remoto,alemanha,pequena
2022,data_engineer,Data Science,71849,mexico,junior,meio_periodo,hibrido,estados unidos,grande
2021,data_engineer,Analysis,30178,china,junior,freelancer,remoto,china,media
2021,data_scientist,Analysis,35817,china,pleno,meio_periodo,presencial,alemanha,grande
2020,data_analyst,Engineering,102721,japao,executivo,tempo_integral,hibrido,estados unidos,grande
2020,statistician,Engineering,155762,india,senior,freelancer,presencial,mexico,media
2022,machine_learning_engineer,Engineering,33984,china,pleno,meio_periodo,hibrido,china,pequena
2020,data_scientist,Engineering,94096,mexico,senior,freelancer,remoto,reino unido,grande
2022,statistician,Engineering,116941,india,junior,freelancer,presencial,china,media
2020,statistician,Data Science,117432,estados unidos,executivo,temporario,hibrido,japao,grande
2020,data_engineer,Data Science,175707,china,senior,meio_periodo,hibrido,estados unidos,grande
2021,machine_learning_engineer,Data Science,139914,reino unido,pleno,temporario,hibrido,alemanha,grande
2020,data_scientist,Engineering,192414,china,junior,temporario,hibrido,mexico,pequena
2020,data_engineer,ML/AI,84680,india,sem_exp,meio_periodo,remoto,china,grande
